PatentNumber,class,reactants>reagents>production
US08653089B2,,CC(C)O.CCN(C(C)C)C(C)C.Cl[c:9]1[n:10][cH:11][n:12][c:13]([NH2:14])[c:15]1[C:16]#[N:17].[CH3:1][CH:2]([CH3:3])[n:4]1[c:5]([C@H:6]([CH3:7])[NH2:8])[n:18][c:19]2[cH:20][cH:21][c:22]([F:23])[c:24](-[c:25]3[cH:26][cH:27][cH:28][cH:29][n:30]3)[c:31]12>>[CH3:1][CH:2]([CH3:3])[n:4]1[c:5]([C@H:6]([CH3:7])[NH:8][c:9]2[n:10][cH:11][n:12][c:13]([NH2:14])[c:15]2[C:16]#[N:17])[n:18][c:19]2[cH:20][cH:21][c:22]([F:23])[c:24](-[c:25]3[cH:26][cH:27][cH:28][cH:29][n:30]3)[c:31]12
US09238656B2,,C1CCOC1.CC(=O)OC(=O)[CH3:1].CC(C)(C)O[C:2](=[O:3])[N:4]1[CH2:5][CH2:6][N:7]([CH2:8][c:9]2[cH:10][cH:11][c:12](-[c:13]3[n:14][c:15]4[c:16]([NH:17][C@@H:18]5[C@H:19]6[CH:20]=[CH:21][C@H:22]([CH2:23]6)[C@@H:24]5[C:25]([NH2:26])=[O:27])[c:28]([Br:29])[cH:30][n:31][c:32]4[nH:33]3)[cH:34][cH:35]2)[CH2:36][CH2:37]1.CCN(CC)CC.ClCCl.ClCCl.O=C(O)C(F)(F)F>>[CH3:1][C:2](=[O:3])[N:4]1[CH2:5][CH2:6][N:7]([CH2:8][c:9]2[cH:10][cH:11][c:12](-[c:13]3[n:14][c:15]4[c:16]([NH:17][C@@H:18]5[C@H:19]6[CH:20]=[CH:21][C@H:22]([CH2:23]6)[C@@H:24]5[C:25]([NH2:26])=[O:27])[c:28]([Br:29])[cH:30][n:31][c:32]4[nH:33]3)[cH:34][cH:35]2)[CH2:36][CH2:37]1
US04652553,,Cc1cc(C)nc(C)c1.Cc1ccc(S(=O)(=O)O[S:6]([c:5]2[cH:4][cH:3][c:2]([CH3:1])[cH:45][cH:44]2)(=[O:7])=[O:8])cc1.[OH:9][CH2:10][CH2:11][CH2:12][CH2:13][CH2:14][CH2:15][O:16][C@H:17]1[CH2:18][CH2:19][C@@:20]2([CH3:21])[C:22](=[CH:23][CH2:24][C@@H:25]3[C@@H:26]2[CH2:27][CH2:28][C@:29]2([CH3:30])[C@@H:31]([C@H:32]([CH3:33])[CH2:34][CH2:35][CH2:36][CH:37]([CH3:38])[CH3:39])[CH2:40][CH2:41][C@@H:42]32)[CH2:43]1.c1ccccc1>>[CH3:1][c:2]1[cH:3][cH:4][c:5]([S:6](=[O:7])(=[O:8])[O:9][CH2:10][CH2:11][CH2:12][CH2:13][CH2:14][CH2:15][O:16][C@H:17]2[CH2:18][CH2:19][C@@:20]3([CH3:21])[C:22](=[CH:23][CH2:24][C@@H:25]4[C@@H:26]3[CH2:27][CH2:28][C@:29]3([CH3:30])[C@@H:31]([C@H:32]([CH3:33])[CH2:34][CH2:35][CH2:36][CH:37]([CH3:38])[CH3:39])[CH2:40][CH2:41][C@@H:42]43)[CH2:43]2)[cH:44][cH:45]1
US09365541B2,,CCN(C(C)C)C(C)C.CCOC(C)=O.CN(C)C(On1nnc2cccnc21)=[N+](C)C.CN(C)C=O.F[P-](F)(F)(F)(F)F.O[C:3](=[O:4])[CH2:5][CH2:6][CH2:7][CH2:8][CH2:9][C@H:10]([NH:11][C:12](=[O:13])[O:14][CH2:15][c:16]1[cH:17][cH:18][cH:19][cH:20][cH:21]1)[c:22]1[n:23][cH:24][c:25](-[c:26]2[cH:27][c:28]3[cH:29][cH:30][cH:31][cH:32][c:33]3[n:34][c:35]2[O:36][CH3:37])[o:38]1.[CH3:1][NH2:2]>>[CH3:1][NH:2][C:3](=[O:4])[CH2:5][CH2:6][CH2:7][CH2:8][CH2:9][C@H:10]([NH:11][C:12](=[O:13])[O:14][CH2:15][c:16]1[cH:17][cH:18][cH:19][cH:20][cH:21]1)[c:22]1[n:23][cH:24][c:25](-[c:26]2[cH:27][c:28]3[cH:29][cH:30][cH:31][cH:32][c:33]3[n:34][c:35]2[O:36][CH3:37])[o:38]1
US06677368B2,,C1CCOC1.ClCCCl.O[C:31]([CH2:30][c:29]1[cH:28][cH:27][cH:26][c:25](-[c:24]2[cH:23][cH:22][cH:21][c:20]3[c:42]2/[C:16](=[CH:15]/[c:14]2[c:2]([CH3:1])[c:3]([C:4](=[O:5])[N:6]4[CH2:7][CH2:8][O:9][CH2:10][CH2:11]4)[cH:12][nH:13]2)[C:17](=[O:18])[NH:19]3)[cH:41]1)=[O:32].On1nnc2ccccc21.[NH:33]1[CH2:34][C@@H:35]([CH3:36])[NH:37][C@@H:38]([CH3:39])[CH2:40]1>>[CH3:1][c:2]1[c:3]([C:4](=[O:5])[N:6]2[CH2:7][CH2:8][O:9][CH2:10][CH2:11]2)[cH:12][nH:13][c:14]1/[CH:15]=[C:16]1\[C:17](=[O:18])[NH:19][c:20]2[cH:21][cH:22][cH:23][c:24](-[c:25]3[cH:26][cH:27][cH:28][c:29]([CH2:30][C:31](=[O:32])[N:33]4[CH2:34][C@H:35]([CH3:36])[NH:37][C@H:38]([CH3:39])[CH2:40]4)[cH:41]3)[c:42]21
US09351974B2,,CC(=O)O[BH-](OC(C)=O)OC(C)=O.CC(=O)[O-].Cl.ClCCl.O=C([O-])O.O=C([O-])[O-].O=[CH:8][CH2:9][CH:10]([CH3:11])[CH3:12].[CH3:1][O:2][C:3](=[O:4])[CH:5]([CH3:6])[NH2:7].[K+].[Na+].[Na+].[Na+].[Na+]>>[CH3:1][O:2][C:3](=[O:4])[C@H:5]([CH3:6])[NH:7][CH2:8][CH2:9][CH:10]([CH3:11])[CH3:12]
US08343990B2,,C1CCC2=NCCCN2CC1.CC(C)(C)OC(=O)[N:6]1[CH2:7][CH2:8][CH:9]([C@@H:10]2[CH2:11][C@@H:12]2[CH2:13][CH2:14][O:15][c:16]2[cH:17][cH:18][c:19](-[c:20]3[n:21][n:22][c:23]([CH3:24])[o:25]3)[c:26]([F:27])[cH:28]2)[CH2:29][CH2:30]1.CCOC(C)=O.ClCCl.Cl[c:5]1[n:4][cH:3][c:2]([CH3:1])[cH:32][n:31]1.O.O=C(O)C(F)(F)F>>[CH3:1][c:2]1[cH:3][n:4][c:5]([N:6]2[CH2:7][CH2:8][CH:9]([C@@H:10]3[CH2:11][C@@H:12]3[CH2:13][CH2:14][O:15][c:16]3[cH:17][cH:18][c:19](-[c:20]4[n:21][n:22][c:23]([CH3:24])[o:25]4)[c:26]([F:27])[cH:28]3)[CH2:29][CH2:30]2)[n:31][cH:32]1
US07169817B2,,CCOC(C)=O.CCOCC.CCO[C:18]([C@:15]([CH2:14][CH2:13][c:12]1[cH:11][cH:10][c:9](-[c:8]2[cH:7][cH:6][c:5]([CH2:4][CH2:3][CH2:2][CH3:1])[cH:23][cH:22]2)[cH:21][cH:20]1)([CH3:16])[NH:17]C(=O)OC(C)(C)C)=[O:19].[BH4-].[Li+]>>[CH3:1][CH2:2][CH2:3][CH2:4][c:5]1[cH:6][cH:7][c:8](-[c:9]2[cH:10][cH:11][c:12]([CH2:13][CH2:14][C@@:15]([CH3:16])([NH2:17])[CH2:18][OH:19])[cH:20][cH:21]2)[cH:22][cH:23]1
US07728030B2,,C1CCOC1.O[C:29](=[O:30])[C@@H:31]([CH3:32])[OH:33].[CH3:1][O:2][c:3]1[cH:4][cH:5][cH:6][c:7]([C@@H:8]([O:9][c:10]2[cH:11][cH:12][c:13]3[c:14]([cH:15][n:16][n:17]3-[c:18]3[cH:19][cH:20][c:21]([F:22])[cH:23][cH:24]3)[cH:25]2)[C@H:26]([CH3:27])[NH2:28])[cH:34]1>>[CH3:1][O:2][c:3]1[cH:4][cH:5][cH:6][c:7]([C@@H:8]([O:9][c:10]2[cH:11][cH:12][c:13]3[c:14]([cH:15][n:16][n:17]3-[c:18]3[cH:19][cH:20][c:21]([F:22])[cH:23][cH:24]3)[cH:25]2)[C@H:26]([CH3:27])[NH:28][C:29](=[O:30])[C@@H:31]([CH3:32])[OH:33])[cH:34]1
US08426420B2,,CCN(C(C)C)C(C)C.CN(C)C(On1nnc2cccnc21)=[N+](C)C.CN(C)C=O.F[P-](F)(F)(F)(F)F.O[C:12](=[O:13])[C@H:14]([CH2:15][CH2:16][c:17]1[n:18][n:19][nH:20][n:21]1)[NH:22][C:23](=[O:24])[O:25][C:26]([CH3:27])([CH3:28])[CH3:29].[CH3:1][CH2:2][CH2:3][CH2:4][O:5][C:6](=[O:7])[N:8]1[CH2:9][CH2:10][NH:11][CH2:30][CH2:31]1>>[CH3:1][CH2:2][CH2:3][CH2:4][O:5][C:6](=[O:7])[N:8]1[CH2:9][CH2:10][N:11]([C:12](=[O:13])[C@H:14]([CH2:15][CH2:16][c:17]2[n:18][n:19][nH:20][n:21]2)[NH:22][C:23](=[O:24])[O:25][C:26]([CH3:27])([CH3:28])[CH3:29])[CH2:30][CH2:31]1
US06353017B1,,CC(C)CC(C#N)NC(=O)C(CC(C)C)NC(=O)c1ccc2ccccc2c1.O[C:19]([C@H:5]([CH2:4][CH:2]([CH3:1])[CH3:3])[NH:6][C:7](=[O:8])[c:9]1[cH:10][cH:11][c:12]2[cH:13][cH:14][cH:15][cH:16][c:17]2[cH:18]1)=[O:20].[NH2:21][CH:22]([C:23]#[N:24])[CH2:25][c:26]1[cH:27][nH:28][c:29]2[cH:30][cH:31][cH:32][cH:33][c:34]12>>[CH3:1][CH:2]([CH3:3])[CH2:4][CH:5]([NH:6][C:7](=[O:8])[c:9]1[cH:10][cH:11][c:12]2[cH:13][cH:14][cH:15][cH:16][c:17]2[cH:18]1)[C:19](=[O:20])[NH:21][CH:22]([C:23]#[N:24])[CH2:25][c:26]1[cH:27][nH:28][c:29]2[cH:30][cH:31][cH:32][cH:33][c:34]12
US04317905,,C1CCOC1.C=CC(C#CCC1(OC2([CH2:2][C:3]#[C:4][CH:5](OC(C)=O)[CH:6]=[CH2:7])CCCCO2)CCCCO1)OC(C)=O.Cl.Cl[Mg][CH2:8][CH2:9][CH2:10][CH2:11][CH2:12][CH2:13][CH2:14][O:15]C1CCCC[O:1]1>>[OH:1][CH2:2][C:3]#[C:4]/[CH:5]=[CH:6]\[CH2:7][CH2:8][CH2:9][CH2:10][CH2:11][CH2:12][CH2:13][CH2:14][OH:15]
US06399627B1,,CC(=O)[O-].CC(C)(C)[NH:20][S:19]([c:18]1[c:13](-[c:12]2[cH:11][cH:10][c:9]([NH:8][C:6](/[CH:5]=[C:4](/[CH2:3][O:2][CH3:1])[c:25]3[cH:26][cH:27][cH:28][c:29]([C:30]#[N:31])[cH:33]3)=[O:7])[cH:24][cH:23]2)[cH:14][cH:15][cH:16][cH:17]1)(=[O:21])=[O:22].CCOC(C)=O.CO.[NH4+:32]>>[CH3:1][O:2][CH2:3]/[C:4](=[CH:5]/[C:6](=[O:7])[NH:8][c:9]1[cH:10][cH:11][c:12](-[c:13]2[cH:14][cH:15][cH:16][cH:17][c:18]2[S:19]([NH2:20])(=[O:21])=[O:22])[cH:23][cH:24]1)[c:25]1[cH:26][cH:27][cH:28][c:29]([C:30](=[NH:31])[NH2:32])[cH:33]1
US07700640B2,,CC#N.C[O:4][CH2:3][C@H:2]([CH3:1])[O:5][c:6]1[cH:7][c:8]([O:9][c:10]2[cH:11][cH:12][c:13]([S:14]([CH3:15])(=[O:16])=[O:17])[cH:18][cH:19]2)[cH:20][c:21]([C:22](=[O:23])[NH:24][c:25]2[cH:26][cH:27][n:28]([CH3:29])[n:30]2)[cH:31]1.C[Si](C)(C)I.O>>[CH3:1][C@@H:2]([CH2:3][OH:4])[O:5][c:6]1[cH:7][c:8]([O:9][c:10]2[cH:11][cH:12][c:13]([S:14]([CH3:15])(=[O:16])=[O:17])[cH:18][cH:19]2)[cH:20][c:21]([C:22](=[O:23])[NH:24][c:25]2[cH:26][cH:27][n:28]([CH3:29])[n:30]2)[cH:31]1
US07214690B2,,CCO[CH:25](O)[C:26]([F:27])([F:28])[F:29].O=C(O)C(F)(F)F.[BH3-]C#N.[CH3:1][CH2:2][C@@H:3]1[CH2:4][O:5][c:6]2[c:7]([cH:8][cH:9][c:10]3[n:11][c:12]([O:13][CH:14]([CH3:15])[CH3:16])[cH:17][c:18]([C:19]([F:20])([F:21])[F:22])[c:23]23)[NH:24]1.[Na+]>>[CH3:1][CH2:2][C@@H:3]1[CH2:4][O:5][c:6]2[c:7]([cH:8][cH:9][c:10]3[n:11][c:12]([O:13][CH:14]([CH3:15])[CH3:16])[cH:17][c:18]([C:19]([F:20])([F:21])[F:22])[c:23]23)[N:24]1[CH2:25][C:26]([F:27])([F:28])[F:29]
US06303649B1,,Cl[C:19](=[O:20])[N:21]([c:22]1[cH:23][cH:24][c:25]([F:26])[cH:27][cH:28]1)[c:29]1[cH:30][cH:31][c:32]([F:33])[cH:34][cH:35]1.[CH3:1][C:2]([CH3:3])([CH3:4])[Si:5]([O:6][c:7]1[cH:8][cH:9][cH:10][c:11]2[c:12]1[CH2:13][CH2:14][C@:15]([OH:16])([CH2:17][OH:18])[CH2:36]2)([c:37]1[cH:38][cH:39][cH:40][cH:41][cH:42]1)[c:43]1[cH:44][cH:45][cH:46][cH:47][cH:48]1.c1ccncc1>>[CH3:1][C:2]([CH3:3])([CH3:4])[Si:5]([O:6][c:7]1[cH:8][cH:9][cH:10][c:11]2[c:12]1[CH2:13][CH2:14][C@:15]([OH:16])([CH2:17][O:18][C:19](=[O:20])[N:21]([c:22]1[cH:23][cH:24][c:25]([F:26])[cH:27][cH:28]1)[c:29]1[cH:30][cH:31][c:32]([F:33])[cH:34][cH:35]1)[CH2:36]2)([c:37]1[cH:38][cH:39][cH:40][cH:41][cH:42]1)[c:43]1[cH:44][cH:45][cH:46][cH:47][cH:48]1
US05807866,,B.C1CCOC1.C1CCOC1.CCOC(C)=O.O.O[OH:1].[CH2:2]=[CH:3][C@H:4]([c:5]1[cH:6][cH:7][cH:8][c:9]([Br:10])[cH:11]1)[N:12]1[CH2:13][CH2:14][c:15]2[cH:16][cH:17][cH:18][c:19]([O:20][CH2:21][c:22]3[cH:23][cH:24][cH:25][cH:26][cH:27]3)[c:28]21.[Na+].[OH-]>>[OH:1][CH2:2][CH2:3][C@H:4]([c:5]1[cH:6][cH:7][cH:8][c:9]([Br:10])[cH:11]1)[N:12]1[CH2:13][CH2:14][c:15]2[cH:16][cH:17][cH:18][c:19]([O:20][CH2:21][c:22]3[cH:23][cH:24][cH:25][cH:26][cH:27]3)[c:28]21
US06872719B1,,CN(C)C=O.CN1CCOCC1.ClCCl.O=S(Cl)Cl.O[C:13](=[O:14])[c:15]1[c:16]([Cl:17])[cH:18][n:19][cH:20][c:21]1[Cl:22].[CH3:1][CH2:2][O:3][C:4](=[O:5])[C@H:6]([CH2:7][c:8]1[cH:9][cH:10][c:11]([NH2:12])[cH:23][cH:24]1)[NH:25][C:26](=[O:27])[O:28][C:29]([CH3:30])([CH3:31])[CH3:32]>>[CH3:1][CH2:2][O:3][C:4](=[O:5])[C@H:6]([CH2:7][c:8]1[cH:9][cH:10][c:11]([NH:12][C:13](=[O:14])[c:15]2[c:16]([Cl:17])[cH:18][n:19][cH:20][c:21]2[Cl:22])[cH:23][cH:24]1)[NH:25][C:26](=[O:27])[O:28][C:29]([CH3:30])([CH3:31])[CH3:32]
US06451821B1,,CCO.CCO[C:6]([C@H:5]([NH:4][C:2]([CH3:1])=[O:3])[CH2:8][c:9]1[cH:10][cH:11][cH:12][n:13][cH:14]1)=[O:7].Cl.O.[BH4-].[Na+]>>[CH3:1][C:2](=[O:3])[NH:4][C@@H:5]([CH2:6][OH:7])[CH2:8][c:9]1[cH:10][cH:11][cH:12][n:13][cH:14]1
US04454291,,C1CCC(NC2CCCCC2)CC1.CO.NN.O=C1c2ccccc2C(=O)[N:1]1[C@@H:2]([CH3:3])[C:5](=[O:4])[N:6]1[c:7]2[cH:8][cH:9][cH:10][cH:11][c:12]2[CH2:13][C@H:14]1[C:15](=[O:16])[OH:17].O=S(=O)([O-])O.[K+]>>[NH2:1][C@H:2]([CH:3]=[O:4])[CH2:5][N:6]1[c:7]2[cH:8][cH:9][cH:10][cH:11][c:12]2[CH2:13][C@H:14]1[C:15](=[O:16])[OH:17]
US09050344B2,,CCN(C(C)C)C(C)C.CN(C)C(On1nnc2cccnc21)=[N+](C)C.CN(C)C=O.Cl.F[P-](F)(F)(F)(F)F.O[C:20](=[O:21])[CH2:22][n:23]1[n:24][c:25]([C:26]([F:27])([F:28])[F:29])[c:30]2[c:31]1[CH2:32][CH2:33][CH2:34][CH2:35]2.[CH3:1][S:2][c:3]1[n:4][cH:5][c:6]([Br:7])[c:8]([C@@H:9]([CH2:10][c:11]2[cH:12][c:13]([F:14])[cH:15][c:16]([F:17])[cH:18]2)[NH2:19])[n:36]1>>[CH3:1][S:2][c:3]1[n:4][cH:5][c:6]([Br:7])[c:8]([C@@H:9]([CH2:10][c:11]2[cH:12][c:13]([F:14])[cH:15][c:16]([F:17])[cH:18]2)[NH:19][C:20](=[O:21])[CH2:22][n:23]2[n:24][c:25]([C:26]([F:27])([F:28])[F:29])[c:30]3[c:31]2[CH2:32][CH2:33][CH2:34][CH2:35]3)[n:36]1
US05371101,,O[C@@H:2]([CH3:1])[C@@:24]1([c:25]2[cH:26][cH:27][c:28]([F:29])[cH:30][c:31]2[F:32])[CH2:33][O:34]1.[nH:3]1[n:4][n:5][n:6](-[c:7]2[cH:8][cH:9][c:10]([O:11][CH2:12][C:13]([F:14])([F:15])[C:16]([F:17])([F:18])[F:19])[cH:20][cH:21]2)[c:22]1=[O:23]>>[CH3:1][C@@H:2]([n:3]1[n:4][n:5][n:6](-[c:7]2[cH:8][cH:9][c:10]([O:11][CH2:12][C:13]([F:14])([F:15])[C:16]([F:17])([F:18])[F:19])[cH:20][cH:21]2)[c:22]1=[O:23])[C@@:24]1([c:25]2[cH:26][cH:27][c:28]([F:29])[cH:30][c:31]2[F:32])[CH2:33][O:34]1
US09296734B2,,Br[c:16]1[cH:15][cH:14][c:13]([C:11]([NH:10][c:9]2[cH:8][c:7]([C@@:4]3([CH2:5][F:6])[N:3]=[C:2]([NH2:1])[O:34][C@H:29]([C:30]([F:31])([F:32])[F:33])[CH2:28]3)[c:26]([F:27])[cH:25][cH:24]2)=[O:12])[n:23][cH:22]1.CCNCC.CN(C)C=O.Cc1ccccc1.[CH:17]#[C:18][CH:19]1[CH2:20][CH2:21]1.[Cu]I.c1ccc([P](c2ccccc2)(c2ccccc2)[Pd]([P](c2ccccc2)(c2ccccc2)c2ccccc2)([P](c2ccccc2)(c2ccccc2)c2ccccc2)[P](c2ccccc2)(c2ccccc2)c2ccccc2)cc1>>[NH2:1][C:2]1=[N:3][C@:4]([CH2:5][F:6])([c:7]2[cH:8][c:9]([NH:10][C:11](=[O:12])[c:13]3[cH:14][cH:15][c:16]([C:17]#[C:18][CH:19]4[CH2:20][CH2:21]4)[cH:22][n:23]3)[cH:24][cH:25][c:26]2[F:27])[CH2:28][C@@H:29]([C:30]([F:31])([F:32])[F:33])[O:34]1
US05073551,,CO.Cl.O=C[NH:24][CH:23]1[C@H:22]2[S:21][CH2:20][C:12](/[CH:13]=[CH:14]\[c:15]3[cH:16][s:17][n:18][n:19]3)=[C:11]([C:9]([O:8][CH2:7][c:6]3[cH:5][cH:4][c:3]([O:2][CH3:1])[cH:29][cH:28]3)=[O:10])[N:27]2[C:25]1=[O:26]>>[CH3:1][O:2][c:3]1[cH:4][cH:5][c:6]([CH2:7][O:8][C:9](=[O:10])[C:11]2=[C:12](/[CH:13]=[CH:14]\[c:15]3[cH:16][s:17][n:18][n:19]3)[CH2:20][S:21][C@@H:22]3[CH:23]([NH2:24])[C:25](=[O:26])[N:27]23)[cH:28][cH:29]1
US08658641B2,,C1CCOC1.CCN(CC)CC.CN(C)C(On1nnc2cccnc21)=[N+](C)C.CN(C)C=O.F[P-](F)(F)(F)(F)F.O.O[C:30]([C:28]([c:27]1[cH:26][c:6]([CH2:7][O:8][Si:9]([c:10]2[cH:11][cH:12][cH:13][cH:14][cH:15]2)([c:16]2[cH:17][cH:18][cH:19][cH:20][cH:21]2)[C:22]([CH3:23])([CH3:24])[CH3:25])[c:5]([N:4]2[CH2:3][C@@H:2]([CH3:1])[O:42][C@@H:40]([CH3:41])[CH2:39]2)[c:37]([F:38])[c:35]1[F:36])=[O:29])=[O:31].[NH:32]([CH3:33])[CH3:34]>>[CH3:1][C@@H:2]1[CH2:3][N:4]([c:5]2[c:6]([CH2:7][O:8][Si:9]([c:10]3[cH:11][cH:12][cH:13][cH:14][cH:15]3)([c:16]3[cH:17][cH:18][cH:19][cH:20][cH:21]3)[C:22]([CH3:23])([CH3:24])[CH3:25])[cH:26][c:27]([C:28](=[O:29])[C:30](=[O:31])[N:32]([CH3:33])[CH3:34])[c:35]([F:36])[c:37]2[F:38])[CH2:39][C@H:40]([CH3:41])[O:42]1
US09133125B2,,C1CCOC1.CC(C)(C)OC(=O)O[C:17](=[O:18])[O:19][C:20]([CH3:21])([CH3:22])[CH3:23].CO.ClCCl.O.O=C([O-])O.[CH3:1][CH2:15][O:9][c:8]1[cH:7][cH:6][c:5]2[c:11]([cH:10]1)[C:12]([CH3:14])=[CH:2][C:3]([CH3:4])([CH3:13])[NH:16]2.[Na+].c1c[nH]cn1>>[CH3:1][C@H:2]1[C@H:3]2[CH2:4][c:5]3[cH:6][cH:7][c:8]([OH:9])[cH:10][c:11]3[C@:12]1([CH3:13])[CH2:14][CH2:15][N:16]2[C:17](=[O:18])[O:19][C:20]([CH3:21])([CH3:22])[CH3:23]
US07994174B2,,C1CCOC1.CC(C)(C)OC(=O)N=NC(=O)OC(C)(C)C.CCCCP(CCCC)CCCC.O.O[CH2:16][CH2:15][C@@H:3]([C:2](=[O:1])[NH:17][c:18]1[cH:19][cH:20][c:21]([S:22](=[O:23])(=[O:24])[NH:25][c:26]2[n:27][cH:28][cH:29][s:30]2)[cH:31][n:32]1)[N:4]1[CH2:5][CH2:6][c:7]2[c:8]1[cH:9][cH:10][c:11]([F:12])[c:13]2[Cl:14]>>[O:1]=[C:2]1[C@@H:3]([N:4]2[CH2:5][CH2:6][c:7]3[c:8]2[cH:9][cH:10][c:11]([F:12])[c:13]3[Cl:14])[CH2:15][CH2:16][N:17]1[c:18]1[cH:19][cH:20][c:21]([S:22](=[O:23])(=[O:24])[NH:25][c:26]2[n:27][cH:28][cH:29][s:30]2)[cH:31][n:32]1
US09145441B2,,CC#N.CC(C)(C)OC(=O)[N:18]1[CH2:19][CH2:20][CH2:21][C@@H:22]([C:23](=[O:24])[O:25][CH2:26][C:27]([Cl:28])([Cl:29])[Cl:30])[N:31]1C(=O)OC(C)(C)C.CCN(C(C)C)C(C)C.CCOC(C)=O.CN(C)C(On1nnc2cccnc21)=[N+](C)C.C[NH3+].ClCCl.F[P-](F)(F)(F)(F)F.F[P-](F)(F)(F)(F)F.O=C(O)C(F)(F)F.O[C:16]([C@@H:9]([NH:8][C:6]([O:5][C:2]([CH3:1])([CH3:3])[CH3:4])=[O:7])[CH2:10][n:11]1[cH:12][cH:13][cH:14][n:15]1)=[O:17]>>[CH3:1][C:2]([CH3:3])([CH3:4])[O:5][C:6](=[O:7])[NH:8][C@@H:9]([CH2:10][n:11]1[cH:12][cH:13][cH:14][n:15]1)[C:16](=[O:17])[N:18]1[CH2:19][CH2:20][CH2:21][C@@H:22]([C:23](=[O:24])[O:25][CH2:26][C:27]([Cl:28])([Cl:29])[Cl:30])[NH:31]1
US07067532B2,,CS(C)=O.Cc1ccc(S(=O)(=O)O[CH2:32][C@@H:33]2[CH2:34][O:35]2)cc1.O=C([O-])[O-].[CH3:1][O:2][c:3]1[cH:4][c:5]2[c:6]([NH:7][c:8]3[cH:9][cH:10][c:11]([O:12][c:13]4[cH:14][cH:15][cH:16][cH:17][c:18]4[O:19][CH3:20])[cH:21][cH:22]3)[c:23]([C:24]#[N:25])[cH:26][n:27][c:28]2[cH:29][c:30]1[OH:31].[K+].[K+]>>[CH3:1][O:2][c:3]1[cH:4][c:5]2[c:6]([NH:7][c:8]3[cH:9][cH:10][c:11]([O:12][c:13]4[cH:14][cH:15][cH:16][cH:17][c:18]4[O:19][CH3:20])[cH:21][cH:22]3)[c:23]([C:24]#[N:25])[cH:26][n:27][c:28]2[cH:29][c:30]1[O:31][CH2:32][CH:33]1[CH2:34][O:35]1
US08273751B2,,CCN(C(C)C)C(C)C.CN(C)C=O.Cl.Cl[c:3]1[n:2]([CH3:1])[c:24](=[O:25])[c:23]2[c:12]([n:11]1)[nH:13][n:14][c:15]2[NH:16][c:17]1[cH:18][cH:19][cH:20][cH:21][cH:22]1.[NH2:4][C@@H:5]1[CH2:6][CH2:7][CH2:8][C@H:9]1[OH:10]>>[CH3:1][n:2]1[c:3]([NH:4][C@@H:5]2[CH2:6][CH2:7][CH2:8][C@H:9]2[OH:10])[n:11][c:12]2[n:13][nH:14][c:15]([NH:16][c:17]3[cH:18][cH:19][cH:20][cH:21][cH:22]3)[c:23]2[c:24]1=[O:25]
US05591862,,CC(C)C[Al+]CC(C)C.CO[C:13]([CH:12]=[CH:11][c:10]1[cH:9][cH:8][c:7]([O:6][CH2:5][c:4]2[o:3][c:2]([CH3:1])[c:18](-[c:19]3[cH:20][cH:21][cH:22][cH:23][cH:24]3)[n:17]2)[cH:16][cH:15]1)=[O:14].[H-]>>[CH3:1][c:2]1[o:3][c:4]([CH2:5][O:6][c:7]2[cH:8][cH:9][c:10](/[CH:11]=[CH:12]/[CH2:13][OH:14])[cH:15][cH:16]2)[n:17][c:18]1-[c:19]1[cH:20][cH:21][cH:22][cH:23][cH:24]1
US08906952B2,,CCN(C(C)C)C(C)C.CCOC(C)=O.CN(C)C(On1nnc2cccnc21)=[N+](C)C.CN(C)C=O.F[P-](F)(F)(F)(F)F.O[C:11](/[CH:10]=[CH:9]/[c:8]1[cH:7][n:6]([CH2:5][CH:4]=[C:2]([CH3:1])[CH3:3])[c:32]2[c:27]1[cH:28][cH:29][cH:30][cH:31]2)=[O:12].[NH:13]([NH:14][C:15](=[O:16])[c:17]1[cH:18][cH:19][cH:20][c:21]([CH3:22])[cH:23]1)[CH:24]([CH3:25])[CH3:26]>>[CH3:1][C:2]([CH3:3])=[CH:4][CH2:5][n:6]1[cH:7][c:8](/[CH:9]=[CH:10]/[C:11](=[O:12])[N:13]([NH:14][C:15](=[O:16])[c:17]2[cH:18][cH:19][cH:20][c:21]([CH3:22])[cH:23]2)[CH:24]([CH3:25])[CH3:26])[c:27]2[cH:28][cH:29][cH:30][cH:31][c:32]12
US04489093,,ClC(Cl)Cl.O[C:11](=[O:12])[C@@H:13]1[C@H:14](/[CH:15]=[C:16](/[F:17])[C:18](=[O:19])[O:20][CH2:21][CH3:22])[C:23]1([CH3:24])[CH3:25].[CH:1]#[C:2][CH2:3][N:4]1[CH2:5][C:6](=[O:7])[N:8]([CH2:9][OH:10])[C:26]1=[O:27]>>[CH:1]#[C:2][CH2:3][N:4]1[CH2:5][C:6](=[O:7])[N:8]([CH2:9][O:10][C:11](=[O:12])[C@@H:13]2[C@H:14](/[CH:15]=[C:16](/[F:17])[C:18](=[O:19])[O:20][CH2:21][CH3:22])[C:23]2([CH3:24])[CH3:25])[C:26]1=[O:27]
